,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5777,1,0,1,0,70,1,1,1,1,1,1,1,0,0,2,0,1,983,4064,0
5779,0,0,0,0,33,1,0,2,1,0,1,1,1,0,1,1,0,1503,3186,1
5780,1,0,1,1,49,1,0,0,2,2,2,2,2,2,1,0,3,337,131,0
5781,0,0,0,0,20,1,0,2,0,0,1,1,0,1,0,1,0,1381,2020,0
5785,1,0,1,1,41,1,0,0,2,2,2,2,2,2,2,1,1,337,6361,0
5786,0,0,1,0,70,1,1,1,1,0,1,1,1,1,2,1,3,1287,4979,0
5787,0,0,0,0,30,1,0,2,0,0,1,1,0,1,0,1,0,1349,2670,1
5788,0,0,1,0,34,0,2,1,0,0,0,0,0,0,0,1,0,399,6512,0
5789,0,0,0,0,18,1,0,0,2,2,2,2,2,2,2,0,3,329,4022,0
5790,0,0,1,1,35,0,2,1,0,1,0,0,1,1,0,1,0,697,1670,0
5791,1,0,1,0,60,1,1,2,0,1,1,0,1,1,0,1,0,44,5183,0
5794,1,1,1,0,70,1,1,2,0,1,1,1,1,1,2,1,2,183,5989,0
5795,1,0,0,0,33,1,1,2,1,1,0,0,1,1,0,1,0,122,3457,0
5796,0,0,1,1,42,0,2,1,1,1,1,0,1,1,2,1,3,847,2404,0
5798,0,0,0,0,45,1,1,2,0,0,0,0,1,0,0,1,0,1303,4008,1
5801,1,1,1,0,28,1,1,2,0,0,0,0,0,0,0,1,0,1122,2074,0
5802,0,0,0,0,37,1,0,1,0,1,0,0,0,0,0,1,0,671,1702,0
5803,1,0,1,0,45,1,1,2,0,1,0,0,0,0,0,1,0,1230,3556,1
5804,0,0,1,1,69,1,1,0,2,2,2,2,2,2,2,0,3,374,1147,0
5807,1,0,0,0,53,1,0,0,2,2,2,2,2,2,2,0,3,309,187,0
5808,1,0,1,0,70,1,1,2,0,1,1,1,1,1,2,1,0,158,5878,0
5809,0,0,0,0,56,1,0,2,0,1,0,0,0,1,0,1,1,1318,4325,0
5811,1,0,1,0,58,1,1,1,0,1,1,0,1,1,2,0,2,1222,4184,0
5813,1,0,1,1,43,1,1,2,1,1,1,1,1,1,2,0,3,220,4525,0
5815,1,1,0,0,72,1,1,2,0,0,0,0,0,1,0,1,0,1300,5753,1
5816,0,0,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,601,405,0
5818,1,0,0,0,62,1,1,2,0,1,1,0,1,1,2,0,3,96,5282,0
5819,0,0,1,1,68,1,1,2,1,1,1,1,1,1,2,1,3,267,6115,0
5820,1,0,1,0,57,1,0,1,1,0,0,0,1,0,1,1,1,843,3084,0
5821,0,0,1,0,66,1,1,0,2,2,2,2,2,2,1,1,0,421,1289,0
5822,0,1,0,0,29,1,0,2,0,0,0,0,0,0,0,0,0,1030,2061,0
5823,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,1,1,334,3982,0
5824,1,0,1,1,63,1,1,1,0,1,1,0,1,1,2,0,2,1201,4388,0
5827,1,0,1,1,28,1,1,2,0,0,1,0,0,1,0,1,3,1398,2694,0
5828,0,0,1,1,70,1,1,0,2,2,2,2,2,2,2,0,2,385,1205,0
5829,1,0,1,1,25,0,2,1,1,0,1,1,1,1,1,0,0,846,1409,0
5830,1,0,0,1,24,1,1,0,2,2,2,2,2,2,1,0,2,403,5633,0
5831,0,0,0,0,72,1,0,2,0,0,0,0,1,1,0,1,2,1413,6053,1
5832,1,0,1,1,13,1,0,2,0,0,0,0,0,0,0,1,0,1028,870,1
5834,0,0,1,0,62,1,1,2,1,0,1,0,1,1,0,1,0,95,5461,0
5835,0,0,1,1,24,1,0,0,2,2,2,2,2,2,2,0,1,319,4930,0
5836,1,0,0,0,56,1,0,0,2,2,2,2,2,2,1,0,1,316,438,0
5838,1,0,1,1,49,1,1,1,1,0,0,1,0,1,0,0,0,1055,3276,0
5839,1,1,1,0,67,1,1,2,0,0,0,0,0,0,0,1,0,1119,4454,0
5840,0,0,1,1,58,1,0,1,1,0,0,0,0,0,1,1,2,674,2557,0
5841,1,1,0,0,68,0,2,1,0,0,0,0,1,1,1,1,0,614,2840,1
5843,1,1,1,0,29,1,1,2,0,0,1,0,0,0,1,1,2,1236,2440,0
5845,0,0,0,0,23,1,1,2,0,0,0,0,0,0,0,1,0,1127,2108,1
5846,0,0,0,0,23,1,1,2,0,0,0,0,0,0,0,0,0,1133,2227,0
5847,0,0,0,0,59,1,1,2,0,0,0,0,1,1,1,1,2,1472,4752,0
5848,1,0,1,1,70,1,1,2,1,1,1,1,0,1,2,0,3,73,5785,0
5849,1,0,1,0,60,1,0,0,2,2,2,2,2,2,2,1,2,332,430,0
5850,1,1,0,0,13,1,0,2,0,0,0,0,0,0,0,0,3,1044,704,1
5851,0,1,0,0,29,1,1,2,1,1,1,1,1,1,1,1,2,203,3283,0
5852,1,1,1,0,14,1,0,2,0,0,0,0,0,0,0,1,0,1001,873,1
5853,1,0,1,0,59,1,1,2,1,1,0,0,0,1,1,0,0,1514,4918,0
5855,0,0,0,0,51,1,0,1,1,0,0,0,0,0,0,1,3,691,2447,0
5858,0,0,0,0,58,1,0,0,2,2,2,2,2,2,1,0,2,322,608,0
5859,0,0,1,0,69,1,1,1,1,1,1,1,1,1,2,0,3,1383,5150,0
5861,1,0,0,0,29,1,0,0,2,2,2,2,2,2,2,0,1,318,5357,0
5863,0,0,0,0,14,1,1,2,0,0,0,0,1,1,0,1,0,1536,1746,1
5864,0,0,1,0,42,1,0,0,2,2,2,2,2,2,2,0,2,326,6375,0
5865,0,0,1,0,23,1,0,0,2,2,2,2,2,2,0,0,1,350,5621,0
5866,1,0,0,0,23,1,0,0,2,2,2,2,2,2,0,1,1,326,5377,0
5867,1,1,1,0,39,1,0,0,2,2,2,2,2,2,2,1,3,320,6197,0
5869,0,0,1,1,39,1,1,2,0,1,1,0,0,1,1,0,0,1480,3650,0
5870,1,0,1,1,45,1,1,0,2,2,2,2,2,2,0,1,2,414,638,1
5871,1,0,0,0,17,1,1,1,1,0,0,0,0,0,0,1,2,776,734,1
5875,0,0,1,0,62,1,0,1,1,1,1,0,0,1,2,0,2,1039,3724,0
5877,0,0,0,0,49,1,1,2,1,0,1,0,1,1,1,1,3,133,4771,1
5878,1,0,0,0,23,1,0,0,2,2,2,2,2,2,1,0,1,357,4354,0
5879,1,0,1,0,27,1,0,1,1,1,0,1,0,0,2,1,1,868,1648,0
5880,1,0,0,0,23,0,2,1,0,1,0,0,0,0,0,1,0,441,5967,1
5881,0,0,0,0,28,1,0,1,1,0,1,1,1,1,1,1,2,1203,2370,0
5884,1,1,1,0,41,0,2,1,0,1,1,1,1,1,1,1,2,845,2441,1
5885,1,0,1,1,16,1,1,0,2,2,2,2,2,2,1,0,1,383,4480,0
5886,0,0,1,1,42,1,0,0,2,2,2,2,2,2,2,0,1,328,6437,0
5888,0,0,1,1,44,1,1,2,0,0,0,0,1,1,0,1,0,1504,4043,1
5889,1,1,1,0,55,0,2,1,0,1,0,0,1,1,0,1,0,685,2590,0
5890,0,0,0,0,66,1,1,1,1,0,1,1,1,1,2,1,3,1306,4838,0
5894,1,0,0,0,40,1,1,2,0,1,0,0,1,1,0,1,3,17,4010,1
5895,0,0,1,1,33,1,0,1,0,0,1,0,1,0,0,1,1,844,1975,0
5896,1,1,1,0,69,1,1,0,2,2,2,2,2,2,2,0,3,405,1323,0
5897,1,0,1,1,69,1,1,0,2,2,2,2,2,2,2,0,3,374,1099,0
5898,0,0,1,1,27,1,1,0,2,2,2,2,2,2,1,0,3,379,6025,0
5899,1,1,0,0,64,1,1,2,0,0,0,0,0,0,0,1,1,1125,4281,0
5900,1,0,1,1,31,0,2,1,1,1,1,0,0,0,0,0,2,550,832,1
5901,1,0,1,1,44,1,1,2,0,0,0,0,1,0,0,0,0,1289,3626,1
5902,0,0,1,0,72,1,0,1,0,1,0,0,0,0,0,0,1,697,3942,0
5903,1,0,1,0,48,1,1,2,1,0,1,1,0,0,2,1,3,1429,3925,0
5904,0,0,0,0,68,1,1,2,0,1,0,0,1,1,1,0,0,1564,5397,0
5909,0,0,0,0,48,1,1,2,0,1,0,0,0,0,1,1,1,1208,3651,0
5910,1,0,0,0,56,1,0,1,0,0,1,0,1,0,0,0,1,865,3535,0
5911,1,0,1,0,67,0,2,1,1,1,0,0,0,0,0,0,1,481,2216,0
5912,0,1,0,0,42,1,1,2,0,1,1,0,0,0,0,1,2,1303,3391,1
5913,0,0,0,0,19,1,0,2,1,0,1,1,0,0,1,1,3,1342,1909,0
5914,1,0,1,1,18,1,0,1,1,0,0,1,0,0,0,0,0,749,540,0
5915,1,0,0,0,66,1,0,0,2,2,2,2,2,2,2,1,1,315,492,0
5916,0,0,0,0,70,1,1,2,1,1,1,1,1,1,2,1,3,230,6097,0
5917,1,0,0,0,34,1,0,0,2,2,2,2,2,2,0,1,1,332,4843,0
5918,1,0,1,1,55,1,0,0,2,2,2,2,2,2,2,0,1,323,282,0
5919,1,0,0,0,64,1,0,1,1,0,1,0,0,1,2,0,2,943,3705,0
5920,0,1,0,0,19,1,0,2,0,0,0,0,0,1,0,1,0,1180,1631,0
5921,0,0,0,0,20,1,0,1,0,1,1,1,1,1,1,0,1,1168,1704,0
5922,1,0,1,1,70,1,1,2,1,0,1,0,1,1,2,0,2,99,5828,0
5923,0,0,0,0,56,1,0,2,0,0,1,1,0,1,0,1,0,1382,4112,0
5924,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,0,3,346,400,0
5925,1,0,0,0,13,1,1,1,0,1,0,1,1,0,1,1,0,993,766,0
5926,1,0,0,0,56,1,0,1,1,0,1,1,1,1,0,0,3,1177,4079,0
5927,1,0,0,0,47,1,1,0,2,2,2,2,2,2,2,0,1,391,429,0
5928,0,0,1,1,58,1,0,0,2,2,2,2,2,2,2,0,3,328,571,0
5929,1,1,1,0,59,1,1,2,1,1,1,0,0,0,0,1,0,1379,4653,0
5930,0,0,0,0,70,1,1,2,1,0,0,1,0,0,2,1,2,1293,5036,0
5932,1,0,1,0,45,1,0,2,0,0,1,0,1,1,0,1,0,1481,4211,1
5933,1,1,0,0,23,1,1,2,0,1,1,0,1,1,0,1,0,94,2542,1
5934,0,1,1,0,19,1,1,2,0,1,1,0,0,1,0,1,0,1469,2019,1
5936,0,0,1,1,32,1,0,0,2,2,2,2,2,2,2,1,1,332,5808,0
5937,0,1,1,0,71,1,1,2,0,0,0,0,0,1,0,1,0,1279,5003,1
5938,1,1,1,1,28,1,1,2,0,1,1,1,1,1,0,1,0,167,3133,0
5940,1,0,1,1,52,1,0,2,0,1,1,1,0,0,1,1,1,1316,4047,0
5941,0,0,0,0,30,0,2,1,0,1,0,1,0,0,0,1,2,491,490,0
5942,0,0,1,0,72,0,2,1,0,0,1,0,1,1,0,1,0,655,3756,1
5945,0,1,1,1,53,1,0,2,0,1,1,1,1,0,0,1,3,1498,4614,0
5946,0,0,0,0,37,1,0,1,1,1,1,1,0,1,1,0,3,1089,2743,1
5947,0,0,1,1,27,1,1,0,2,2,2,2,2,2,2,1,1,386,5727,1
5948,1,0,1,0,68,1,0,2,1,1,0,1,0,0,2,0,2,1291,4708,0
5949,0,0,0,0,65,0,2,1,0,1,0,1,0,1,0,0,0,608,2677,0
5951,0,0,0,0,31,1,1,2,0,0,0,1,1,1,0,0,3,6,3069,0
5952,0,0,0,1,34,1,1,0,2,2,2,2,2,2,0,1,1,405,6171,0
5954,1,0,0,0,13,0,2,1,1,1,1,1,1,0,0,1,3,763,308,0
5955,1,0,1,1,70,1,0,1,1,1,0,1,1,0,2,0,2,987,4095,0
5956,0,0,0,0,25,1,1,2,0,0,1,0,0,1,0,1,0,1395,2433,1
5959,0,0,1,1,27,1,0,0,2,2,2,2,2,2,2,0,3,329,5165,0
5960,0,1,0,0,59,1,1,2,0,0,0,0,1,0,1,0,0,1288,4197,0
5963,1,0,1,1,15,1,1,1,0,0,1,1,1,1,1,1,1,1177,1148,0
5964,0,0,1,1,44,1,0,1,1,0,1,1,0,0,0,0,2,881,2629,0
5965,1,0,1,1,30,1,0,1,1,0,1,0,0,1,1,1,3,906,1805,0
5966,1,0,1,0,37,1,1,2,0,1,1,1,0,1,0,1,0,1574,3532,1
5967,1,1,0,0,34,0,2,1,0,0,0,0,0,0,0,1,2,400,37,1
5969,0,0,0,0,25,1,0,2,1,0,1,1,0,0,0,0,0,1350,2368,0
5970,1,0,1,0,45,1,1,2,1,0,0,0,0,1,0,1,0,1380,3522,0
5971,1,0,1,1,63,1,0,0,2,2,2,2,2,2,2,0,3,333,674,0
5973,1,0,0,0,61,1,1,2,0,1,1,0,1,1,2,1,2,82,5313,0
5975,1,0,1,1,67,1,0,2,0,1,0,1,1,0,0,1,0,1392,4970,1
5976,1,0,0,0,22,0,2,1,0,1,0,1,0,0,0,0,0,483,12,0
5977,1,0,0,0,53,1,0,0,2,2,2,2,2,2,2,0,2,346,239,0
5978,0,0,0,0,41,1,1,2,1,1,0,0,0,0,0,0,1,1284,3292,0
5979,1,0,0,0,49,1,0,0,2,2,2,2,2,2,2,0,2,326,6496,0
5981,0,0,1,1,32,1,0,0,2,2,2,2,2,2,2,1,1,337,5752,0
5983,0,0,0,0,15,0,2,1,0,1,0,0,1,1,0,1,0,687,195,0
5985,0,0,1,0,53,1,1,1,0,1,1,1,1,0,1,0,2,1103,3710,0
5989,1,1,1,0,23,1,1,2,0,0,0,0,1,1,0,1,0,1484,2418,1
5990,1,0,0,1,30,1,0,2,0,1,0,0,1,1,0,1,0,1486,3047,0
5992,1,0,1,1,62,1,1,1,1,1,1,0,0,1,1,0,3,1064,3940,1
5994,0,0,0,0,37,1,1,2,1,0,1,0,1,1,0,1,0,98,3752,1
5995,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,2,222,6034,0
5996,1,0,0,0,59,1,0,0,2,2,2,2,2,2,2,0,2,330,463,0
5997,0,0,0,0,56,1,1,2,0,1,0,0,1,0,0,1,0,1392,4584,0
5998,1,0,1,0,43,1,0,0,2,2,2,2,2,2,2,1,1,334,75,0
5999,1,0,0,0,29,1,1,2,1,0,1,1,1,1,2,1,0,168,3443,0
6000,1,0,0,1,48,1,0,0,2,2,2,2,2,2,1,0,3,326,6386,0
6002,1,0,1,0,56,1,1,2,0,0,0,0,1,0,0,1,0,1257,3910,1
6003,0,0,1,0,69,1,1,1,1,1,1,1,1,1,2,0,3,1456,5210,0
6004,0,0,1,1,64,1,0,2,1,1,1,0,0,0,1,0,2,1295,4633,0
6005,1,1,0,0,57,1,1,1,1,1,0,0,0,1,1,1,0,1053,3713,0
6006,1,0,1,1,16,0,2,1,0,0,0,1,0,0,0,1,2,455,5363,0
6007,1,0,0,1,33,0,2,1,0,0,1,1,1,1,1,0,2,760,1811,0
6009,1,1,1,0,49,1,1,2,0,1,1,0,1,1,0,1,0,71,4552,1
6010,1,0,1,1,17,1,1,0,2,2,2,2,2,2,2,0,1,380,4973,0
6011,0,0,1,1,31,1,0,0,2,2,2,2,2,2,0,0,0,320,5396,0
6012,0,0,1,1,45,1,0,2,0,1,0,0,0,1,0,1,0,1271,3454,1
6013,0,1,1,0,46,1,1,2,0,0,0,1,1,1,1,1,0,13,4347,0
6014,0,0,0,0,50,1,0,2,0,0,1,0,1,1,1,1,3,1474,4282,0
6015,0,0,0,0,23,1,0,2,1,0,0,0,0,0,0,1,0,1102,1964,0
6016,1,0,0,0,65,1,1,2,0,1,1,1,1,1,1,0,0,159,5614,1
6017,1,0,0,0,45,1,0,1,0,0,1,1,0,0,0,0,0,786,2515,0
6018,1,0,0,0,27,1,0,0,2,2,2,2,2,2,2,0,1,340,5435,0
6019,0,0,0,0,36,1,1,1,0,1,1,0,1,1,1,1,0,1215,2839,0
6020,0,0,1,1,28,0,2,1,1,0,1,1,1,1,1,0,1,872,1602,0
6022,0,0,0,0,13,1,0,0,2,2,2,2,2,2,0,1,3,311,3003,0
6023,0,1,0,0,47,1,0,0,2,2,2,2,2,2,2,0,3,325,6479,0
6024,0,0,1,0,23,1,1,2,0,1,0,0,0,1,0,1,3,1427,2067,1
6025,0,0,0,1,36,1,0,1,0,0,0,0,0,0,0,0,2,613,1402,0
6027,1,0,1,1,29,1,1,0,2,2,2,2,2,2,2,0,2,405,6052,0
6029,1,0,0,0,34,1,0,2,1,1,0,1,0,1,0,1,1,1490,3118,0
6030,0,0,0,0,38,0,2,1,0,0,1,0,1,1,0,1,2,661,1701,1
6032,1,1,1,0,65,1,1,2,0,1,1,0,1,1,0,1,0,100,5661,1
6033,1,1,0,0,18,1,1,2,0,1,0,0,1,0,0,1,0,1376,1934,1
6034,0,0,0,0,67,1,0,0,2,2,2,2,2,2,1,0,1,338,526,0
6035,1,1,1,0,63,1,1,2,0,1,1,1,1,1,1,1,0,204,5765,1
6036,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,0,197,4809,0
6037,1,1,0,0,60,1,1,2,1,1,1,0,1,1,0,1,2,176,5536,0
6038,0,0,1,1,68,1,1,2,1,1,1,1,1,1,2,1,2,251,5882,1
6039,1,1,1,0,20,0,2,1,0,0,0,0,0,1,0,0,2,517,68,1
6041,0,0,0,0,45,1,0,0,2,2,2,2,2,2,0,0,1,332,177,0
6042,0,1,1,0,31,1,0,0,2,2,2,2,2,2,1,0,1,325,5651,0
6043,1,0,0,0,23,0,2,1,0,0,1,0,1,0,0,1,1,549,551,1
6045,0,0,1,1,32,1,0,0,2,2,2,2,2,2,1,0,3,325,5842,0
6046,0,0,0,0,72,1,0,2,0,0,1,0,0,1,0,1,3,1305,5925,0
6048,1,1,1,0,22,1,1,2,0,0,0,0,1,1,0,1,0,1481,2301,1
6049,0,0,1,1,42,1,0,0,2,2,2,2,2,2,2,0,3,334,34,0
6050,1,0,1,0,58,1,1,2,1,0,1,1,1,0,0,0,2,1573,4874,0
6052,0,0,1,1,36,1,0,1,1,1,0,1,1,1,2,0,0,1173,2716,0
6053,0,0,0,1,38,1,1,0,2,2,2,2,2,2,2,1,0,398,137,0
6054,0,0,1,1,30,1,1,2,0,1,1,0,1,0,0,1,2,1536,2991,1
6055,0,0,0,0,56,1,0,1,0,0,0,0,0,1,0,1,0,763,2947,0
6056,0,0,0,0,54,1,1,1,1,1,1,1,0,0,1,1,3,1041,3654,0
6059,0,0,0,0,33,0,2,1,1,1,0,1,0,0,1,1,2,552,1105,0
6060,0,1,0,0,71,1,0,2,0,1,0,0,1,0,0,1,0,1341,5592,0
6061,0,0,0,1,19,1,1,1,0,0,0,0,0,0,0,1,1,670,484,0
6062,0,1,0,0,49,1,0,2,0,1,0,0,0,0,0,1,3,1087,3420,0
6063,0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,317,737,0
6065,1,0,0,0,55,1,1,0,2,2,2,2,2,2,2,0,1,396,929,0
6067,1,0,0,0,67,0,2,1,1,0,1,0,0,0,1,0,1,499,2287,0
6069,1,0,1,1,55,1,0,1,0,1,1,1,1,1,1,0,3,1145,3871,0
6070,1,0,1,1,58,1,1,1,0,0,1,1,1,1,2,1,2,1224,4209,0
6071,1,0,1,1,70,1,1,2,1,0,1,0,1,1,2,1,2,105,5794,0
6073,0,0,1,1,61,1,1,0,2,2,2,2,2,2,1,0,1,394,1050,0
6076,0,0,1,1,62,1,0,1,1,1,1,0,0,0,1,0,2,874,3314,0
6077,0,0,1,0,59,1,1,2,1,1,1,1,1,1,2,0,1,247,5437,0
6078,0,0,1,0,51,1,1,1,1,1,1,1,1,1,1,1,0,1400,4167,0
6079,0,0,1,0,18,1,1,1,0,1,0,0,0,0,0,0,0,745,672,0
6082,0,0,1,0,55,1,1,2,0,1,0,0,1,1,0,0,0,22,4939,1
6083,1,1,1,1,61,1,1,0,2,2,2,2,2,2,2,1,2,384,984,0
6084,1,0,1,0,30,1,1,2,0,0,0,0,1,1,0,1,2,1492,2981,0
6085,0,0,0,0,23,1,1,1,0,0,0,0,0,0,0,1,1,693,924,1
6086,1,0,1,0,58,1,1,1,1,0,1,0,0,1,2,1,1,1017,3608,0
6087,1,0,0,1,19,0,2,1,0,1,0,0,1,0,1,1,2,545,47,0
6090,1,0,1,1,65,1,0,2,1,1,1,0,1,1,2,1,3,60,5554,0
6092,0,0,1,0,70,1,1,2,1,1,1,1,0,0,2,1,2,1477,5409,0
6093,0,0,1,0,69,0,2,1,0,0,1,1,0,1,2,1,0,638,2838,0
6094,1,0,0,0,53,1,0,0,2,2,2,2,2,2,2,0,3,344,460,0
6095,1,0,0,0,34,1,0,0,2,2,2,2,2,2,0,1,1,326,5317,0
6097,1,0,1,1,70,1,1,1,1,1,1,1,0,1,2,0,3,1224,4749,0
6098,1,0,1,1,14,1,1,1,1,0,0,0,1,1,1,1,2,1129,985,0
6099,0,0,1,1,69,1,1,0,2,2,2,2,2,2,2,0,2,390,1363,0
6100,0,1,1,0,22,1,1,2,0,0,1,0,1,1,0,1,2,1566,2550,1
6101,0,1,0,0,66,1,1,2,1,0,1,1,1,1,2,0,3,193,5756,0
6102,0,0,1,0,61,1,1,1,1,0,1,1,1,1,2,1,3,1299,4551,0
6104,0,0,0,0,34,1,1,0,2,2,2,2,2,2,1,0,0,374,6483,0
6105,0,0,0,0,48,1,1,2,1,1,0,1,1,1,1,1,3,210,4851,1
6111,0,0,0,0,35,1,1,2,0,0,0,0,0,1,0,0,2,1276,3061,0
6112,0,1,1,1,63,1,1,2,0,1,1,0,1,1,1,1,0,92,5438,0
6113,1,0,0,0,14,1,1,2,0,0,0,0,0,0,0,0,1,1117,1022,0
6114,1,0,0,0,71,1,0,1,0,1,0,1,1,0,0,1,0,962,4359,0
6115,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,178,5939,0
6116,0,0,0,0,43,1,1,1,0,1,1,1,1,0,1,1,2,1088,3103,0
6117,1,0,0,0,66,1,0,0,2,2,2,2,2,2,2,1,2,319,830,0
6118,1,0,0,0,70,1,1,2,1,1,1,1,1,1,2,1,0,299,6226,0
6120,1,0,0,0,56,1,0,1,0,1,0,0,1,0,0,0,0,836,3092,0
6121,0,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,2,323,1044,0
6123,1,0,0,0,62,1,1,2,1,0,0,1,0,1,1,0,0,1463,4960,0
6124,0,0,1,1,53,1,0,1,1,0,1,1,0,0,1,1,1,834,2850,0
6127,0,0,1,0,52,1,1,2,1,1,1,0,1,1,1,0,2,184,4988,0
6129,1,0,1,0,48,0,2,1,1,0,0,0,0,1,0,1,0,544,1654,0
6130,0,0,0,0,54,1,0,1,1,1,1,1,0,0,2,1,3,930,3253,0
6131,0,1,0,0,42,1,1,2,0,1,0,1,1,0,0,1,0,1493,3831,1
6132,0,0,0,0,64,0,2,1,0,0,1,1,1,1,0,1,3,731,3097,0
6134,1,1,0,0,56,1,0,1,0,0,0,0,0,0,0,0,3,603,2398,0
6135,1,0,1,1,69,1,1,2,1,1,1,1,1,1,2,1,2,248,6089,0
6136,0,0,1,1,41,1,0,0,2,2,2,2,2,2,2,0,2,338,6305,0
6137,0,0,0,0,45,1,0,1,1,0,0,1,0,0,0,0,3,740,2242,1
6138,1,1,1,0,64,1,1,2,1,1,0,0,0,0,0,0,2,1276,4625,0
6139,1,0,0,1,23,1,0,0,2,2,2,2,2,2,0,0,2,337,4231,0
6140,0,0,0,0,23,1,0,0,2,2,2,2,2,2,0,0,1,332,4780,0
6141,1,1,1,0,48,1,1,2,1,0,1,0,1,1,0,1,0,78,4616,1
6142,0,0,1,0,37,1,1,1,0,0,0,0,0,0,0,1,0,685,1835,1
6143,1,0,1,1,46,1,0,0,2,2,2,2,2,2,1,1,1,340,6415,0
6144,1,1,1,0,16,1,0,2,1,1,0,0,0,1,0,1,0,1397,1658,0
6145,0,0,1,1,64,0,2,1,1,1,1,1,1,0,2,0,3,747,3130,0
6146,0,0,0,0,18,1,0,2,0,1,1,0,1,1,0,1,0,1575,2003,1
6147,0,1,1,0,33,1,0,2,1,1,0,0,1,1,1,0,1,1567,3318,0
6148,0,0,0,0,66,1,1,1,1,1,0,1,0,0,2,1,1,967,3894,0
6150,1,0,0,0,26,1,0,2,0,0,0,0,1,1,0,0,0,1418,2479,0
6151,0,0,0,0,72,1,0,2,0,0,0,0,0,0,0,0,0,1039,5330,1
6153,1,0,1,1,57,1,0,0,2,2,2,2,2,2,2,1,2,352,499,0
6154,0,0,1,1,70,1,1,2,0,1,1,1,1,1,2,1,2,173,5875,0
6155,1,0,1,0,45,1,0,0,2,2,2,2,2,2,0,0,1,320,474,1
6156,0,1,0,0,19,1,0,2,1,0,0,0,1,0,0,1,3,1315,1815,0
6157,1,0,0,0,23,1,0,0,2,2,2,2,2,2,0,0,1,330,5159,1
6160,0,0,0,0,30,1,1,1,1,0,1,1,1,1,1,1,3,1390,2904,0
6161,1,0,0,0,67,1,0,2,1,0,0,0,0,0,0,0,1,1098,4456,0
6162,0,1,1,0,57,0,2,1,0,1,0,0,1,1,2,1,3,669,2511,0
6164,1,1,1,0,40,1,1,1,1,0,1,1,0,1,2,0,3,1114,3018,0
6165,1,1,0,0,34,1,0,2,0,0,0,0,0,0,0,1,0,1032,2533,0
6166,0,0,1,1,25,1,1,2,0,0,1,1,1,1,0,1,0,78,2823,1
6167,1,0,1,1,42,1,0,2,1,0,1,0,0,1,0,0,0,1398,3531,0
6171,0,1,1,1,55,1,1,2,0,0,1,0,0,1,0,1,3,1372,4464,0
6173,1,1,0,0,29,1,1,2,1,0,0,0,0,1,0,0,3,1417,2764,0
6174,1,0,0,0,34,0,2,1,0,0,1,0,0,0,0,1,0,442,337,1
6175,1,0,1,1,26,1,0,2,1,1,0,0,0,1,1,1,0,1413,2628,0
6176,1,0,0,0,38,1,1,2,0,1,0,0,0,0,0,1,0,1161,2921,1
6177,1,0,0,0,34,1,0,1,0,0,0,0,0,1,0,0,0,749,1552,1
6178,0,1,1,0,50,1,0,0,2,2,2,2,2,2,2,1,1,312,65,0
6180,0,1,0,0,63,1,1,2,1,0,0,0,1,1,2,1,2,44,5197,0
6181,1,0,1,1,58,1,1,2,0,0,1,0,1,1,1,1,0,1583,5064,0
6182,1,0,1,1,70,1,1,1,1,1,1,1,1,1,2,0,3,1371,5208,0
6183,1,0,1,1,39,0,2,1,0,0,1,1,1,1,1,1,0,749,1952,0
6184,1,0,0,0,36,1,1,1,0,0,1,0,0,0,0,1,2,777,1871,0
6185,1,0,1,0,46,1,1,2,1,0,1,0,1,1,1,1,0,73,4385,0
6186,1,0,1,0,42,1,1,2,1,0,1,1,1,1,1,1,3,204,4413,1
6187,1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,1,336,1130,0
6189,1,0,1,1,70,1,1,1,1,1,1,1,1,1,2,1,3,1435,5276,0
6191,0,1,0,0,37,1,1,1,0,0,1,0,0,0,0,0,0,776,2069,0
6194,0,0,1,1,65,1,1,2,0,1,0,1,0,0,1,1,2,1272,4737,0
6195,1,0,0,0,34,1,1,2,0,0,0,0,0,0,0,1,2,1061,2651,1
6196,1,0,0,0,66,1,1,2,1,1,1,0,1,1,2,1,3,189,5744,0
6198,1,0,1,1,18,1,1,0,2,2,2,2,2,2,2,0,3,406,5093,0
6199,1,1,0,0,38,1,0,2,0,0,0,0,1,1,0,1,1,1388,3299,1
6200,0,0,1,1,55,1,0,0,2,2,2,2,2,2,2,0,3,323,411,0
6201,0,1,0,0,45,1,0,2,1,1,0,0,0,0,0,0,0,1218,3219,0
6202,1,0,1,1,14,1,1,1,1,1,0,1,1,0,1,0,1,1156,1096,1
6203,0,0,1,1,66,1,1,2,1,1,1,1,1,0,1,1,3,96,5636,0
